,Open,High,Low,Close,Volume
2025-11-06,336.52760808522896,336.5872401922106,331.67732783944683,334.90753173828125,8507900
2025-11-07,334.67896377827793,336.22945927726096,332.8104101431719,333.9732666015625,5318400
2025-11-10,334.5994488187291,336.6170828153728,332.2836542636434,332.8104248046875,5295800
2025-11-11,333.4564395175788,337.02456886695035,331.1704611557986,336.8556213378906,4453300
2025-11-12,336.8555939661864,342.84082799232743,336.00909193847133,337.4830017089844,6389600
2025-11-13,337.6423693070657,340.0523762173844,334.21654773596754,334.6945495605469,4961700
2025-11-14,334.5053424356423,334.69453121965483,327.673606279917,328.6595153808594,6422300
2025-11-17,329.79483658587384,331.9857491168007,323.5905080665981,324.4071350097656,6494800
2025-11-18,323.16227792375565,323.66021671870755,316.6890735893815,319.85595703125,9170400
2025-11-19,320.1945561466027,323.2320010724391,318.5513641791292,322.7838439941406,7066700
2025-11-20,322.783835447158,327.04619026174174,321.8078948722729,322.4352722167969,6510300
2025-11-21,324.03867225561385,329.71515658413585,322.9531692720462,326.6279602050781,8930000
2025-11-24,327.8827241418804,329.36660239989675,324.65609051367585,327.9424743652344,9337100
2025-11-25,327.54414406232837,334.67463148862754,327.54414406232837,333.15093994140625,5854300
2025-11-26,333.150941183099,334.3260694883636,331.6869998564479,332.41400146484375,4309900
2025-11-28,332.0554637045118,333.63890545499686,330.6313660183978,333.0613098144531,4586200
2025-12-01,331.56749086220685,331.92599221046623,328.77904573650335,329.02801513671875,7082300
2025-12-02,330.0836424597886,331.42805290548716,325.8611007721583,328.26116943359375,8201900
2025-12-03,328.2511901855469,330.97991538482256,327.9922826845987,328.2511901855469,6296700
